,State,Abbrev,Year,GDP
979,Rhode Island,RI,2016,20234481000.0
980,Rhode Island,RI,2017,19526479000.0
981,Rhode Island,RI,2018,19590797000.0
982,Rhode Island,RI,2019,20420584000.0
983,Rhode Island,RI,2020,21720995000.0
984,South Carolina,SC,1997,35309495000.0
985,South Carolina,SC,1998,36681050000.0
986,South Carolina,SC,1999,39301857000.0
987,South Carolina,SC,2000,40242728000.0
988,South Carolina,SC,2001,42303219000.0
989,South Carolina,SC,2002,45711667000.0
990,South Carolina,SC,2003,48554964000.0
991,South Carolina,SC,2004,49204714000.0
992,South Carolina,SC,2005,53000895000.0
993,South Carolina,SC,2006,55242915000.0
994,South Carolina,SC,2007,59108051000.0
995,South Carolina,SC,2008,58175455000.0
996,South Carolina,SC,2009,60450942000.0
997,South Carolina,SC,2010,62819761000.0
998,South Carolina,SC,2011,64607260000.0
999,South Carolina,SC,2012,66667631000.0
1000,South Carolina,SC,2013,69687992000.0
1001,South Carolina,SC,2014,72838086000.0
1002,South Carolina,SC,2015,78308632000.0
1003,South Carolina,SC,2016,82965421000.0
1004,South Carolina,SC,2017,84467504000.0
1005,South Carolina,SC,2018,87292615000.0
1006,South Carolina,SC,2019,90888106000.0
1007,South Carolina,SC,2020,97218705000.0
1008,South Dakota,SD,1997,8080749000.0
1009,South Dakota,SD,1998,8684188000.0
1010,South Dakota,SD,1999,8995035000.0
1011,South Dakota,SD,2000,9851029000.0
1012,South Dakota,SD,2001,10123067000.0
1013,South Dakota,SD,2002,12112743000.0
1014,South Dakota,SD,2003,12535612000.0
1015,South Dakota,SD,2004,13614743000.0
1016,South Dakota,SD,2005,14875169000.0
1017,South Dakota,SD,2006,15118298000.0
1018,South Dakota,SD,2007,16606927000.0
1019,South Dakota,SD,2008,17403593000.0
1020,South Dakota,SD,2009,17221792000.0
1021,South Dakota,SD,2010,18026582000.0
1022,South Dakota,SD,2011,21041933000.0
1023,South Dakota,SD,2012,22232138000.0
1024,South Dakota,SD,2013,23096763000.0
1025,South Dakota,SD,2014,23230350000.0
1026,South Dakota,SD,2015,23458620000.0
1027,South Dakota,SD,2016,23840544000.0
1028,South Dakota,SD,2017,23661227000.0
1029,South Dakota,SD,2018,24755210000.0
1030,South Dakota,SD,2019,25307340000.0
1031,South Dakota,SD,2020,27208415000.0
1032,Tennessee,TN,1997,56801075000.0
1033,Tennessee,TN,1998,63996478000.0
1034,Tennessee,TN,1999,66809667000.0
1035,Tennessee,TN,2000,66815565000.0
1036,Tennessee,TN,2001,68719421000.0
1037,Tennessee,TN,2002,74042089000.0
1038,Tennessee,TN,2003,77725283000.0
1039,Tennessee,TN,2004,83882262000.0
1040,Tennessee,TN,2005,90191698000.0
1041,Tennessee,TN,2006,94943329000.0
1042,Tennessee,TN,2007,93009005000.0
1043,Tennessee,TN,2008,95782660000.0
1044,Tennessee,TN,2009,102139000000.0
1045,Tennessee,TN,2010,103470000000.0
1046,Tennessee,TN,2011,109185000000.0
1047,Tennessee,TN,2012,115872000000.0
1048,Tennessee,TN,2013,121955000000.0
1049,Tennessee,TN,2014,126064000000.0
1050,Tennessee,TN,2015,135549000000.0
1051,Tennessee,TN,2016,140042000000.0
1052,Tennessee,TN,2017,144998000000.0
1053,Tennessee,TN,2018,146386000000.0
1054,Tennessee,TN,2019,153014000000.0
1055,Tennessee,TN,2020,154137000000.0
1056,Texas,TX,1997,244941000000.0
1057,Texas,TX,1998,245730000000.0
1058,Texas,TX,1999,253513000000.0
1059,Texas,TX,2000,274636000000.0
1060,Texas,TX,2001,290137000000.0
1061,Texas,TX,2002,299342000000.0
1062,Texas,TX,2003,328902000000.0
1063,Texas,TX,2004,382307000000.0
1064,Texas,TX,2005,427800000000.0
1065,Texas,TX,2006,484611000000.0
1066,Texas,TX,2007,523376000000.0
1067,Texas,TX,2008,547564000000.0
1068,Texas,TX,2009,490693000000.0
1069,Texas,TX,2010,545307000000.0
1070,Texas,TX,2011,602528000000.0
1071,Texas,TX,2012,631842000000.0
1072,Texas,TX,2013,690781000000.0
1073,Texas,TX,2014,697596000000.0
1074,Texas,TX,2015,651005000000.0
1075,Texas,TX,2016,643212000000.0
1076,Texas,TX,2017,695117000000.0
1077,Texas,TX,2018,760497000000.0
1078,Texas,TX,2019,761476000000.0
1079,Texas,TX,2020,724665000000.0
1080,Utah,UT,1997,21611078000.0
1081,Utah,UT,1998,23178629000.0
1082,Utah,UT,1999,24521916000.0
1083,Utah,UT,2000,25717049000.0
1084,Utah,UT,2001,26481063000.0
1085,Utah,UT,2002,28312768000.0
1086,Utah,UT,2003,29891637000.0
1087,Utah,UT,2004,33214156000.0
1088,Utah,UT,2005,38546005000.0
1089,Utah,UT,2006,43887954000.0
1090,Utah,UT,2007,47050021000.0
1091,Utah,UT,2008,47622591000.0
1092,Utah,UT,2009,46786054000.0
1093,Utah,UT,2010,50676674000.0
1094,Utah,UT,2011,53731776000.0
1095,Utah,UT,2012,53771326000.0
1096,Utah,UT,2013,55922231000.0
1097,Utah,UT,2014,58860648000.0
1098,Utah,UT,2015,60971601000.0
1099,Utah,UT,2016,64347698000.0
1100,Utah,UT,2017,68306518000.0
1101,Utah,UT,2018,75454010000.0
1102,Utah,UT,2019,81013569000.0
1103,Utah,UT,2020,83959971000.0
1104,Vermont,VT,1997,5209710000.0
1105,Vermont,VT,1998,5198976000.0
1106,Vermont,VT,1999,5605599000.0
1107,Vermont,VT,2000,5948586000.0
1108,Vermont,VT,2001,6220161000.0
1109,Vermont,VT,2002,6704058000.0
1110,Vermont,VT,2003,7029067000.0
1111,Vermont,VT,2004,7812445000.0
1112,Vermont,VT,2005,7765020000.0
1113,Vermont,VT,2006,7962317000.0
1114,Vermont,VT,2007,7701091000.0
1115,Vermont,VT,2008,8502865000.0
1116,Vermont,VT,2009,8960687000.0
1117,Vermont,VT,2010,9878293000.0
1118,Vermont,VT,2011,10167482000.0
1119,Vermont,VT,2012,10418139000.0
1120,Vermont,VT,2013,9766057000.0
1121,Vermont,VT,2014,10141059000.0
1122,Vermont,VT,2015,10157237000.0
1123,Vermont,VT,2016,10454958000.0
1124,Vermont,VT,2017,10376824000.0
1125,Vermont,VT,2018,10421009000.0
1126,Vermont,VT,2019,10853175000.0
1127,Vermont,VT,2020,11584063000.0
1128,Virginia,VA,1997,76237621000.0
1129,Virginia,VA,1998,81875337000.0
1130,Virginia,VA,1999,89269685000.0
1131,Virginia,VA,2000,93412407000.0
1132,Virginia,VA,2001,101719000000.0
1133,Virginia,VA,2002,106519000000.0
1134,Virginia,VA,2003,111319000000.0
1135,Virginia,VA,2004,116556000000.0
1136,Virginia,VA,2005,127337000000.0
1137,Virginia,VA,2006,135208000000.0
1138,Virginia,VA,2007,138038000000.0
1139,Virginia,VA,2008,144490000000.0
1140,Virginia,VA,2009,148077000000.0
1141,Virginia,VA,2010,158444000000.0
1142,Virginia,VA,2011,161081000000.0
1143,Virginia,VA,2012,164165000000.0
1144,Virginia,VA,2013,170066000000.0
1145,Virginia,VA,2014,170318000000.0
1146,Virginia,VA,2015,176257000000.0
1147,Virginia,VA,2016,181008000000.0
1148,Virginia,VA,2017,182238000000.0
1149,Virginia,VA,2018,190660000000.0
1150,Virginia,VA,2019,198374000000.0
1151,Virginia,VA,2020,200788000000.0
1152,Washington,WA,1997,72446364000.0
1153,Washington,WA,1998,76716314000.0
1154,Washington,WA,1999,85342390000.0
1155,Washington,WA,2000,84431546000.0
1156,Washington,WA,2001,83915753000.0
1157,Washington,WA,2002,89565770000.0
1158,Washington,WA,2003,93420918000.0
1159,Washington,WA,2004,97280742000.0
1160,Washington,WA,2005,111907000000.0
1161,Washington,WA,2006,119398000000.0
1162,Washington,WA,2007,132814000000.0
1163,Washington,WA,2008,138467000000.0
1164,Washington,WA,2009,141830000000.0
1165,Washington,WA,2010,150812000000.0
1166,Washington,WA,2011,156428000000.0
1167,Washington,WA,2012,164742000000.0
1168,Washington,WA,2013,172426000000.0
1169,Washington,WA,2014,179315000000.0
1170,Washington,WA,2015,192208000000.0
1171,Washington,WA,2016,196197000000.0
1172,Washington,WA,2017,207659000000.0
1173,Washington,WA,2018,225366000000.0
1174,Washington,WA,2019,235792000000.0
1175,Washington,WA,2020,248092000000.0
1176,West Virginia,WV,1997,13885061000.0
1177,West Virginia,WV,1998,14251705000.0
1178,West Virginia,WV,1999,14934606000.0
1179,West Virginia,WV,2000,14530030000.0
1180,West Virginia,WV,2001,14893501000.0
1181,West Virginia,WV,2002,15912071000.0
1182,West Virginia,WV,2003,16457345000.0
1183,West Virginia,WV,2004,17634797000.0
1184,West Virginia,WV,2005,19833933000.0
1185,West Virginia,WV,2006,21407576000.0
1186,West Virginia,WV,2007,22568513000.0
1187,West Virginia,WV,2008,24177412000.0
1188,West Virginia,WV,2009,25383879000.0
1189,West Virginia,WV,2010,26684827000.0
1190,West Virginia,WV,2011,27882629000.0
1191,West Virginia,WV,2012,27536254000.0
1192,West Virginia,WV,2013,28397299000.0
1193,West Virginia,WV,2014,29063742000.0
1194,West Virginia,WV,2015,27582854000.0
1195,West Virginia,WV,2016,28084699000.0
1196,West Virginia,WV,2017,29981286000.0
1197,West Virginia,WV,2018,30881617000.0
1198,West Virginia,WV,2019,30844355000.0
1199,West Virginia,WV,2020,31157223000.0
1200,Wisconsin,WI,1997,50462289000.0
1201,Wisconsin,WI,1998,53446908000.0
1202,Wisconsin,WI,1999,56541841000.0
1203,Wisconsin,WI,2000,58484581000.0
1204,Wisconsin,WI,2001,61242423000.0
1205,Wisconsin,WI,2002,63661637000.0
1206,Wisconsin,WI,2003,67530696000.0
1207,Wisconsin,WI,2004,72218968000.0
1208,Wisconsin,WI,2005,79326110000.0
1209,Wisconsin,WI,2006,83054081000.0
1210,Wisconsin,WI,2007,85584930000.0
1211,Wisconsin,WI,2008,82424231000.0
1212,Wisconsin,WI,2009,86874126000.0
1213,Wisconsin,WI,2010,94344086000.0
1214,Wisconsin,WI,2011,97389504000.0
1215,Wisconsin,WI,2012,102583000000.0
1216,Wisconsin,WI,2013,104565000000.0
1217,Wisconsin,WI,2014,110769000000.0
1218,Wisconsin,WI,2015,116316000000.0
1219,Wisconsin,WI,2016,118370000000.0
1220,Wisconsin,WI,2017,115809000000.0
1221,Wisconsin,WI,2018,120257000000.0
1222,Wisconsin,WI,2019,125860000000.0
1223,Wisconsin,WI,2020,128759000000.0
1224,Wyoming,WY,1997,6273127000.0
1225,Wyoming,WY,1998,5977972000.0
1226,Wyoming,WY,1999,6312016000.0
1227,Wyoming,WY,2000,7028346000.0
1228,Wyoming,WY,2001,7918039000.0
1229,Wyoming,WY,2002,7809796000.0
1230,Wyoming,WY,2003,9065568000.0
1231,Wyoming,WY,2004,10345867000.0
1232,Wyoming,WY,2005,13222201000.0
1233,Wyoming,WY,2006,16010906000.0
1234,Wyoming,WY,2007,18463436000.0
1235,Wyoming,WY,2008,22826445000.0
1236,Wyoming,WY,2009,17478507000.0
1237,Wyoming,WY,2010,18614652000.0
1238,Wyoming,WY,2011,19614591000.0
1239,Wyoming,WY,2012,18004944000.0
1240,Wyoming,WY,2013,17809599000.0
1241,Wyoming,WY,2014,18271502000.0
1242,Wyoming,WY,2015,16516120000.0
1243,Wyoming,WY,2016,15164898000.0
1244,Wyoming,WY,2017,15976363000.0
1245,Wyoming,WY,2018,17122283000.0
1246,Wyoming,WY,2019,16978835000.0
1247,Wyoming,WY,2020,15469645000.0
